ID,Date,# of words in the review,Rating (1-5 stars),Review,,
2839,10/10/20,17,4, it's fun but needs more ways of earning fishbucks.... not everyone can afford to buy them,,
2840,10/10/20,17,4, the erotic ads that are displayed in my windows are really awkward... where is this coming from?,,
2841,10/10/20,17,4, i expected to have better fish that had more of a thanksgiving look like indians and pilgrims.,,
2842,10/10/20,17,4, the only thing that is bad about this game is the fish bucks to hard to get,,
2843,10/10/20,17,4, once visiting neighbor tanks some of them are called premiums which u aren't allowed to buy.,,
2844,10/10/20,17,4, it would be better if there were more fish you didn't have to  buy with fishbucks.,,
2845,10/10/20,17,4, this game is really fun exept the part when everything is slow or it takes too long:-\,,
2846,10/10/20,17,4, its lags a little and some of the fish cost alot but overall its a good game,,
2847,10/10/20,17,4, sometimes i can't get the internet and the will die if not fed once a day.,,
2848,10/10/20,17,1, they are suppose to grow in 3 days and it's 5 days later and they aren't breeding.,,
2849,10/10/20,17,1, fish are so much smaller on my new galaxysiii than they were on my smaller old phone.,,
2850,10/10/20,17,1, also fish are so much smaller on my new galaxys3 than they were on my smaller old phone.,,
2851,10/10/20,17,1, also fish are so much smaller on my new galaxys3 than they were on my smaller old phone.,,
2852,10/10/20,17,1, it's bullshit that you should have yo buy fish bucks and you can't earn them ..,,
2853,10/10/20,17,3, i know others love it so i just guess it was not the right game for me.,,
2854,10/10/20,17,3, i never got compensation for what i had lost but i guess that's how it goes.,,
2855,10/10/20,17,3, freezes but its good for kids that you dont want to buy a real fish for lol,,
2856,10/10/20,17,3, it ne easier if fish buks cus be earned faster rather than duin all those app downloads.,,
2857,10/10/20,17,3, i really enjoy breeding and collecting fish very easy to use my daughter enjoy it as well,,
2858,10/10/20,17,3, whereas the fishes that are within our means can only be sold for just a petty amount.,,
2859,10/10/20,17,2, all its ever done is frezz and ive sent messages 2 makers of the game and no responce!,,
2860,10/10/20,17,2, fish are so much smaller on my new galaxysiii than they were on my smaller old phone.,,
2861,10/10/20,18,2, one said 22 would be earned and i only received a few (i believe it was 3 for that one).,,
2862,10/10/20,18,5, also all the fish usually cost a couple thousand fish bucks and 1300 fish bucks is one hundred dollors!,,
2863,10/10/20,18,5, love this game just whish it was eazier to gain fish bucks but its the best game yet,,
2864,10/10/20,18,5, i love this game.u have a wide range of fish and its easy to add other people,,
2865,10/10/20,18,5, the variety of fish and the weird types of fish u can breed into somethhing cool and unusual,,
2866,10/10/20,18,5, this is the only game on the market where you can play forever wit having to buy anything.,,
2867,10/10/20,18,5, and it would be nice if i could chat with a friend who is using an i phone.,,
2868,10/10/20,18,5, i almost didn't reinstall cuz i had spent so much time and money on my old game.,,
2869,10/10/20,18,5, just wish there were more opportunities to earn fishbucks in game beside buying and breeding hordes of fish.,,
2870,10/10/20,18,5, i think this game helps me learn how to take care of fish and clean up after them:-),,
2871,10/10/20,18,5, i had this game five times.even though it takes up alot of space it is really fun,,
2872,10/10/20,18,5, it forcecloses whenever i visit other tanks and keeps my visits to other tanks very short on evo-3d.,,
2873,10/10/20,18,5, the fish are beautiful and its a great game for people who cant actually keep a fish tank!,,
2874,10/10/20,18,5, living in an apartment and not being able to have a fish tank this app makes it easy,,
2875,10/10/20,18,4, so much money and time  spent on my guilty pleasure turned addiction and can't even open it.,,
2876,10/10/20,18,4, great at to waste time at but i wish to fish didn't cost so much to purchase,,
2877,10/10/20,18,4, i love this game but think that some of the items and fish are to much to obtain,,
2878,10/10/20,18,4, i like the ability to go a few days without playing without worrying something will get messed up.,,
2879,10/10/20,18,4, it is way too tedious to earn fish bucks and coins but overall it is an enjoyable game.,,
2880,10/10/20,18,4, not much to do once the fish have been fed the tank is cleaned and everyone is happy.,,
2881,10/10/20,18,4, need to incorporate a search option so you don't have to search through all of the fish.,,
2882,10/10/20,18,4, so far she loves the game but she has run into the problem of it force closing sometimes.,,
2883,10/10/20,18,4, need to incorporate a search option so you don't have to search through all of the fish.,,
2884,10/10/20,18,4, when ever i try to breed mystery fish it always tells me i haven't any to breed.,,
2885,10/10/20,18,1, imma throw away all my work and money i wasted bt its stupid that it wnt get fixed!,,
2886,10/10/20,18,1, now its all gone i cannot use my breeding tanks & my limited breedable fish & bred fish are gone!!!,,
2887,10/10/20,18,1, now when i try to breed it won't allow me to even breed what i do have,,
2888,10/10/20,18,1, shame on you this was listed as a free game (free) yet you need fish bucks for everything!!!!!,,
2889,10/10/20,18,1, maybe also set it up with an email to log in so then u wouldn't lose everything.,,
2890,10/10/20,18,1, it's so stupid it always is force closing and when i click on things it' so slow!!!!,,
2891,10/10/20,18,3, would have liked to add my friend as a buddy but she uses iphone and i have android.,,
2892,10/10/20,18,3, the fact that some fish have to be bought with fishbucks but are sold for coins is ridiculous.,,
2893,10/10/20,18,3, the fact that some fish have to be bought with fishbucks but are sold for coins is ridiculous.,,
2894,10/10/20,18,3, i will purchase a game that i enjoy but i will not purchase play money using real money.,,
2895,10/10/20,18,3, wish there wasn't so much w fish bucks like the challenges but otherwise i'm lovin it!,,
2896,10/10/20,18,3, for any earned coins or bucks-keep all emails regarding them until they show up on your account.,,
2897,10/10/20,18,2, it starts you off with simple goals then every achievement after that requires you to buy fish bucks.,,
2898,10/10/20,18,2, last time it force closed the item i used bucks for was gone and so was my bucks!,,
2899,10/10/20,18,2, i can't go on dive missions because the app always force closes when the bubble transition happens.,,
2900,10/10/20,18,2, as a newbie i am put off by the limited gameplay for those disinterested jn  spending actual money.,,
2901,10/10/20,18,2, i have to have my phone horizontally in order for it to start up on the first attempt.,,
2902,10/10/20,19,5, all the christmas fish i just bred and other christmas fish that i bought to bred are all missing.,,
2903,10/10/20,19,5, cause noone can really earn all those fish bucks and they probobly wont spend 300 dollors on one virtual fish.,,
2904,10/10/20,19,5, i love this game and.the events that happen now and then but please dont make everything fish buks,,
2905,10/10/20,19,5, if it dont stop working on  me when i just invested money and a lot of time in it.,,
2906,10/10/20,19,5, love this game its fun eazy and entertaining the fish are graet the events r fun the issues resolved,,
2907,10/10/20,19,5, i use the evo 4g and tapfish sometimes won't open for me or generates further issues with my phone.,,
2908,10/10/20,19,5, needs to make an easier way to get fish bucks other than downloading nonsense to your phone or buying.,,
2909,10/10/20,19,5, on tap fish you have to take good care of your fish or they will go to fishie heaven.,,
2910,10/10/20,19,5, i started this on my kindle and loved it so much that i now havs it on my phone :),,
2911,10/10/20,19,5, love the upgrades that have been made so much better than the original awsome game i enjoy playing it,,
2912,10/10/20,19,5, i love this game and.the events that happen now and then but please dont make everything fish buks,,
2913,10/10/20,19,5, very very very very  vey very very vey very very very very very very very very very very goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood!,,
2914,10/10/20,19,5, i only wish you could speed up breeding labs faster earn more fish bucks and have more free quests!!!,,
2915,10/10/20,19,5, nice app for people that can have pet in the house this is a good game to be intertane,,
2916,10/10/20,19,5, ad d me i'm new plz add i want and need freindz i just have 2 freindz plz add!,,
2917,10/10/20,19,4, it's a fun game but for some reason it's really slow when i click on fish eggs.,,
2918,10/10/20,19,4, love the game but get really stressed out and mad when my fish die cuz i didnt feed it.,,
2919,10/10/20,19,4, it's like taking care of real fish but when these die you can revive them back to life.,,
2920,10/10/20,19,4, i don't like that the fish bucks are hard to earn if your not interested in buying them.,,
2921,10/10/20,19,4, if you like fish you'll love it... if you don't... well guess you wouldn't be here(:,,
2922,10/10/20,19,4, wish it didnt take soooo long to earn coins or to breed other than that i love this game.,,
2923,10/10/20,19,4, it seems that you are getting money hungry and making changes just to get people to spend more money.,,
2924,10/10/20,19,4, i also read that there are some quests u must pay cash for and you can not skip it.,,
2925,10/10/20,19,4, this game if super fun bt now the thing thats keepin me from fully enjoyin it is the money..,,
2926,10/10/20,19,1, go ahead have fun trying to make some money to buy stuff that you must have to move forward.,,
2927,10/10/20,19,1, at least consider trading coins for fish bucka so everyone can enjoy the full extent of the (free) game .,,
2928,10/10/20,19,1, sent an email asking for help and was basically told to be more careful not to delete my tanks.,,
2929,10/10/20,19,1, go ahead have fun trying to make some money to buy stuff that you must have to move forward.,,
2930,10/10/20,19,1, go ahead have fun trying to make some money to buy stuff that you must have to move forward.,,
2931,10/10/20,19,1, i changed my rate cuz half the time it won't connect 2 server & i have 2 pay 2 revive the fish,,
2932,10/10/20,19,3, everytime i open tapfish it immediately closes n i have to tap it again to get it to start.,,
2933,10/10/20,19,3, it would be best to assign missions to accomplish where we can earn fishbucks/coins after completing a mission.,,
2934,10/10/20,19,3, still force closing and tell me how to get rid of the remaining bubble fish from the bubble event.,,
2935,10/10/20,19,3, it kept telling me 2 many items were running on my phone so it wouldn't work right had 2 uninstall,,
2936,10/10/20,19,3, i wish there are more fishes that can be bought by coins since fish bucks are hard to earn.,,
2937,10/10/20,19,3, too hard to find specific fish in the store if you don't know what category to look under.,,
2938,10/10/20,19,3, i have learned that the fish actually flat at the top of the tank dead until they are revived.,,
2939,10/10/20,19,3, i have learned that the fish actually flat at the top of the tank dead until they are revived.,,
2940,10/10/20,19,2, once upon a time i rated this app 5 stars but as of last update my enjoyment level has changed.,,
2941,10/10/20,20,5, fix the way u click sponge n change tank to clean it is easy to do and less time consuming,,
2942,10/10/20,20,5, i wasn't able to save and move my tanks i've been tending to for months.love the game.,,
2943,10/10/20,20,5, i love the game... wish the fish would grow faster... and i wish it was easier to get fish bucks..,,
2944,10/10/20,20,5, better than a real fish tank cuz if they all die its nothing that a lil money can't fix,,
2945,10/10/20,20,5, very fun game just wish i didn't take so long to hatch eggs...but other than that its awesome,,
2946,10/10/20,20,5, it is a great game to play with....just issues with low memories... keeps force closing and errors a lot,,
2947,10/10/20,20,5, i like getting to do things with my aquarium that i can't afford to do with my real one!,,
2948,10/10/20,20,5, wish it had more options for gifting friends and had the same fish as fish in love or tap fish 2,,
2949,10/10/20,20,5, the best game ever accept when u break or loosin your old phone u have to start all over again :-(,,
2950,10/10/20,20,5, i love this game i love being able to take care and breed beautiful fishes it is soo much fun,,
2951,10/10/20,20,5, one of the most exciting games i have found that keeps my interest even when i am not actually playing.,,
2952,10/10/20,20,5, i agree with others that the fish bucks are too hard to earn and too expensive for what you get.,,
2953,10/10/20,20,5, me facina este juego me entretiene cuando estoy aburrida mas cuando tienes q juntarlos para pre?ar jajaja esta chistoso...,,
2954,10/10/20,20,5, unistalled and reinstalled this game is a lot better glad u guys fixed it please keep up the good work :-),,
2955,10/10/20,20,5, so far i am really having a good time with this game and my kids also love it as well!,,
2956,10/10/20,20,5, only drawback is how long it takes to breed and not getting enough fish bucks or coins without buying them!,,
2957,10/10/20,20,5, if u love to have fishes in a tank this is the perfect game to help take care ur pet,,
2958,10/10/20,20,5, its a fun game..its you a chance to be a creative and not spend real money while doing so,,
2959,10/10/20,20,4, the spin to win took four fishbucks from me and this recent event did not give me a free angelfish.,,
2960,10/10/20,20,4, i like this game it passes the time... it is a bit slow but when i'm waiting for appts.,,
2961,10/10/20,20,4, great app....just wish you could get more fish bucks just playing the game instead of having to buy them.,,
2962,10/10/20,20,4, it should be easier to get free fish bucks and the ratio of bred fish during events is way off.,,
2963,10/10/20,20,4, i just wish there was more accurate ways to earn fish bucks... and u can trade the coins for bucks,,
2964,10/10/20,20,1, after new update...help - urgent help - catastrophic tapfish failure - cannot restore 70 tanks - help  daily bonus free spin did not download.,,
2965,10/10/20,20,1, when you jump through hoops to earn free fish bucks you never receive them so it is a dishonest app.,,
2966,10/10/20,20,1, you spend money on the game when you don't get your dollars to play with on your fish tanks.,,
2967,10/10/20,20,1, .....u would b able to log in and pick up right where u left off....this option would be great!,,
2968,10/10/20,20,1, i love this game but till you can get more christmas events and fish for coins you are getting 1 star,,
2969,10/10/20,20,3, any time i try to do anything other than feed and love my fish it force closes every dingle time!,,
2970,10/10/20,20,3, really addictive i think this game is great i have 3 fish tank my son has tanks on his phone also,,
2971,10/10/20,20,3, i only use them to buy new breeding tanks and you can earn them ok through events and completing collections.,,
2972,10/10/20,20,3, once you get 100k in coins it's easy to earn more coins quickly with things like mummy/box and cardinals.,,
2973,10/10/20,20,2, the first time it appeared the only way i could get rid if it was to delete my game data.,,
2974,10/10/20,20,2, the sub division event keeps locking up or goes  black and glitches my phone please fix it or trash it,,
2975,10/10/20,20,2, the forcing close problem is really getting frustrating and i'm still upset that it costed me over 3 million coins!,,
2976,10/10/20,21,5, the best game i've ever played five stars best and ur dumb if u given tap 1 star 2 stars and 3 stars,,
2977,10/10/20,21,5, i'm on round 2 of playing i was in my lvl 30s before getting a new phone and wanting to start again.,,
2978,10/10/20,21,5, it gets harder and harder to level up to purchase enough tanks for all breeds of fish and the event fish.,,
2979,10/10/20,21,5, i was  never interested in playing any of them until a yr ago when my 13 yr old showed me this one.,,
2980,10/10/20,21,5, great game don't really like the fact that you have to wait for everything but other then that great game!,,
2981,10/10/20,21,5, *wink*  the word in the tap fish community on facebook is that my problems are the norm with transfers and updates.,,
2982,10/10/20,21,5, amaizing fish game... like a real fish... make us get up in the morning n cleaning the aquarium... must have game..!!,,
2983,10/10/20,21,5, it may not be real fish but i can't help but feel sad every time i sell one of them,,
2984,10/10/20,21,5, i love this game it is entertaining and its fun and has exotic and litteraly out of this world fish lol,,
2985,10/10/20,21,5, it is a really great game for kids to play to have fun and have a little  aquarium on your phone,,
2986,10/10/20,21,4, this is an absolutely fun game but the missions completely striped me from my fish bucks and i am so dissopinted.,,
2987,10/10/20,21,4, fish bucks should be easier to get and there should be more fish u can buy with coins instead of bucks.,,
2988,10/10/20,21,4, it would be a really nice add-on to have a link straight from the trophy room to buy required fish.,,
2989,10/10/20,21,4, this game is good everything works ok but its really slow and i keep losing loads of coins please fix this,,
2990,10/10/20,21,4, i'm doing trophies because i can't always afford to by them but they take quite a bit of time.,,
2991,10/10/20,21,4, would gi've it 5 stars if fish bucks were easier to get and if more fish could be bought with coins.,,
2992,10/10/20,21,4, every time i buy a fish i try to press the tool pad and it responds by buying more fish instead.,,
2993,10/10/20,21,1, i enjoy playing tap fish a lot & just to let everyone know...this company promptly fixes issues & has excellent customer service!!!!,,
2994,10/10/20,21,3, i would have given this 5 stars but it takes way to long to build up fish bucks and advance may uninstall,,
2995,10/10/20,21,3, you cant do some of the challenges because it cost fish bucks and not just a few a lot of em,,
2996,10/10/20,21,3, because you guys are making more fish prices higher and higher like 100000 what is that were not buying that much money!,,
2997,10/10/20,21,3, please help me move tanks to my new phone...was at level 36 with 29 tanks and now back to level 4 with 3 tanks!,,
2998,10/10/20,21,2, update: lowering from 4 to 2 * due to earning fishbucks issues...i have been receiving less fishbucks upon completion then the offers state.,,
2999,10/10/20,21,2, i've had this happen to me twice so far and lost 20 fish bucks that took a long time to earn.,,
3000,10/10/20,22,5, i had to uninstall to see if it would fix the problem lost everything i had done and still is doing it,,
3001,10/10/20,22,5, i just wish we could log in to it so we can save our tanks & everything else when we get new phones!,,
3002,10/10/20,22,5, i just wish you didn't need fish bucks for so many quest items that are necessary to pass and earn xp.,,
3003,10/10/20,22,4, id give it 5 stars if you could buy more fish bucks using just fish coins other than that its a good game.,,
3004,10/10/20,22,4, its really fun when doing events because you get to see all the different kinds of fish they come up with 4 stars.,,
3005,10/10/20,22,4, the last update took away some pretty cool fish that u can only get if u download the tapfish exotic to get.,,
3006,10/10/20,22,4, i recommend you install this game but one problem it uses to much of my time other than that it's great.,,
3007,10/10/20,22,4, great game but i usually have to try and open the game twice before it finally lets me in 4 stars till fixed,,
3008,10/10/20,22,4, it is fun but would be better if the fish grew faster or new fish that took a few mins to grow,,
3009,10/10/20,22,4, only reason i don't give it a full 5 stars is that i don't like having to pay for virtual items,,
3010,10/10/20,22,4, it's like an active screensaver but you can buy and breed fish so it does actually have a little effort required.,,
3011,10/10/20,22,4, love this game but i cant open any of my neignblr tanks keeps sayi.g cant open server or someghing like that,,
3012,10/10/20,22,1, if you have to spend fish bucks to buy fish - the fish should be sold back for fish bucks and not coins.,,
3013,10/10/20,22,1, used to b a great game thou force closes too many times can not even buy a tank of fish without closing,,
3014,10/10/20,22,1, never got the credit and when i sent an email they took 25 of the fish bucks i already had on my account.,,
3015,10/10/20,22,1, never got the credit and when i sent an email they took 25 of the fish bucks i already had on my account.,,
3016,10/10/20,22,1, never got the credit and when i sent an email they took 25 of the fish bucks i already had on my account.,,
3017,10/10/20,22,3, i would give the better rate but you did upgrade and i can't work with cleaning or feeding please fix this,,
3018,10/10/20,22,3, i would give the better rate but you did upgrade and i can't work with cleaning or feeding please fix this,,
3019,10/10/20,22,3, i got a new phone so i saved tap fish on my sd card to transfer it but it did not work.,,
3020,10/10/20,22,3, back to three stars because of the fix on the 30 day food brick and bringing back some of the high dollar fish,,
3021,10/10/20,22,3, nice one ... but fish bucks should be more easy to get .... since all the nice items can only be bought through it,,
3022,10/10/20,22,3, if i had that kind of money i would just pay a game designer to create me a game i can play.,,
3023,10/10/20,22,2, ok...  but need a better way to earn fish bucks and coins and more starter fish for less that earn more money...,,
3024,10/10/20,23,5, you could get neighbours and take care of their fish and get tap fish money while sombody is taking care of your fish!,,
3025,10/10/20,23,5, really fun game...i play together with my 9 year old and we have so much fun showing each other what we have done...5 *****,,
3026,10/10/20,23,5, really fun game...i play together with my 9 year old and we have so much fun showing each other what we have done...5 *****,,
3027,10/10/20,23,5, i love this game i'm on it all the time the only thing i don't like is your new bubble idea,,
3028,10/10/20,23,5, i've only been playing for about two weeks and its soooooooooooooooooooo fun really really fun and thanks for making such amazing fish,,
3029,10/10/20,23,5, i have played for quite a while and found the color and speed better on my lg than i had on my droid.,,
3030,10/10/20,23,5, i cannot think of a single reason why this limit is in place and the app would be much more enjoyable without it.,,
3031,10/10/20,23,4, 12.29.12 eta 7:22 am eastern time  i did a update yesterday and now the special event fish i saved over the year have been deleted.,,
3032,10/10/20,23,4, i don't normally like these games but i am really enjoying this one - playing with my mum and love raiding her tanks!,,
3033,10/10/20,23,4, much better for those people who like to get pets but the idea of taking care of them just doesn't excite them.,,
3034,10/10/20,23,4, it's great other then the glitches and when i get a new phone i cant get my game data to switch over.,,
3035,10/10/20,23,4, it's great other then the glitches and when i get a new phone i cant get my game data to switch over.,,
3036,10/10/20,23,4, good and fun but if u acedentally press something for sail it makes u buy it but is totaly free and not glitchy,,
3037,10/10/20,23,1, i was so having fun until it started force closing on me everytime i open it i now deleting getting on nerves  sorry,,
3038,10/10/20,23,3, its an ok game...would be better if everything didnt cost so much and its nearly impossible to earn fish bucks or coins :(,,
3039,10/10/20,23,3, because how many other people are having this problem too... yes these events are fun to do but when they are working properly...,,
3040,10/10/20,24,5, i give you guys a lot of credit making it pretty easy to   get fishie bucks unlike many games that make it almost impossible.,,
3041,10/10/20,24,5, only thing is i wish you had to confirm a purchase with fish bucks because i've accidentally bought things i didn't want ):,,
3042,10/10/20,24,5, it's fun to play but i wish it was easier to get fish bucks instead of spending your own money on virtual fish.,,
3043,10/10/20,24,5, this game is the best game i've ever played!i can't believe that a tiny little screen can fit so much exitement!!!,,
3044,10/10/20,24,4, fun jus takes forever for fish to grow an its hard to earn fish bucks if you dont wanna buy them with real money,,
3045,10/10/20,24,1, bought fish buck and never got them 20.00 worth now have to call bank to fight it stop deleteing my post and refund my money!!!!,,
3046,10/10/20,24,1, bought fish buck and never got them 20.00 worth now have to call bank to fight it stop deleteing my post and refund my money!!!!,,
3047,10/10/20,24,1, it said i had an event so i waited and waited for 3 says for the event and it expired 2 minutes before it even started!,,
3048,10/10/20,24,1, bought fish buck and never got them 20.00 worth now have to call bank to fight it stop deleteing my post and refund my money!!!!,,
3049,10/10/20,24,3, most of the fishes require quite a lot of coins to buy them and also not less needs fishbucks in order to purchase them.,,
3050,10/10/20,24,2, and it tried to do it to me again today but since i only have 8 left it didn't screw me out of those.,,
3051,10/10/20,24,2, tap fish is a memory-hog of an app: often force-closes when i try to open it because the vm budget is exceeded.,,
3052,10/10/20,25,5, i completed the pipefish quest then the others never showed up and i lost the turtle quest icon i uninstalled and restored and still nothing,,
3053,10/10/20,25,5, this is a fun game where if my fish die i don't have to worry about what to do with them or the equipment!,,
3054,10/10/20,25,5, but some people may like it and some people may not like it.but some people probaby like it and some may not like it.,,
3055,10/10/20,25,5, it is very good because you can understand how to take care of fish from this game but the prices of everything is to high,,
3056,10/10/20,25,4, cctv gb kb h txt gb in uv°„c f gb in uv hertz screech gb durex etc ft dad°„c sf°„c tux yeahhhh,,
3057,10/10/20,25,4, it is very good because you can understand how to take care of fish from this game but the prices of everything is to high,,
3058,10/10/20,25,4, everytime i try to add a friend it says they do not exist and when trying to add me it says the same plz fix,,
3059,10/10/20,25,4, it's a fun game that kills time the only problem is that you can't change what kind of fish you want to breed,,
3060,10/10/20,25,4, your update has taking most of my fish off my game and it won't let me bread anymore you best sort the job out!!,,
3061,10/10/20,25,1, i say improve the graphics and the size of the fish i cannot barely tell how they are its not a good experience at all.,,
3062,10/10/20,25,1, this game would fun if you didn't have to use your own money to buy fish bucks to get the really cool features/items.,,
3063,10/10/20,25,3, why in the event that their is they dont give me what i collect i have to keep doing it all over in my cellphone,,
3064,10/10/20,25,3, would be five star but keep force closing sometimes for days and when i finally get it to work my fish are dead fix please,,
3065,10/10/20,26,5, i got a limited edition santa and mrs claus fish thats 2 fish in first lot they are breeding im now getting a christmas turtle (ultra rare),,
3066,10/10/20,26,5, just wish some of the buttons were easier to click like the home gets aggravating clicking forever till it finally reads it because is so small,,
3067,10/10/20,26,5, wish the backround was alot more hd and get more app options for free bucks but in all the game is so much fun im hooked,,
3068,10/10/20,26,5, its pretty much like taking care of real fish except you need to look after the fishes you buy like two to three times a day.,,
3069,10/10/20,26,4, i want to be able to earn more bucks for free and actually get without having to email the ppl who trouble shoot for the game.,,
3070,10/10/20,26,1, had to uninstall because i moved to my sd card and back to my phone and out wouldn't open lost all my fish and tanks,,
3071,10/10/20,26,1, a load of crap real money stupid prices for fake fish and when you sell them you lose fake money this is now only worth 1 star.,,
3072,10/10/20,26,3, i like the game save ur bucks their hard to come by seem like they want u 2 use cash to advance other than that good game,,
3073,10/10/20,26,2, everytime i go to a neighbors and collect money when i go to my tank all the money collected goes so idk wtf that's about,,
3074,10/10/20,27,5, this game is like the best game ever i totally love it definetly get i give it two thumbs up there are no problems for me lol,,
3075,10/10/20,27,5, absolutely love this app......i love fish and all that live in it......this is great.....way cheaper and easier to take care of for sure.....lol,,
3076,10/10/20,27,5, the only thing is that i just got a brand new phone and cant transfer accounts to my new phone so i had to start from scratch.,,
3077,10/10/20,27,5, tao fish is so fun its like real live fish please play you dont have to feed them every day maby like once or twice a day,,
3078,10/10/20,27,5, kid  loves it... add to this mothers day with free stuff.... what happened to fathers day weekend with free stuff?......... great for kids to learn fish names.,,
3079,10/10/20,27,5, the only problem is that i play it so much i do not get any work done and i run my phone battery out all the time.,,
3080,10/10/20,27,4, if there were easier ways to get fish bucks besides all the deals that i don't want to partake in i would definitely give it a 5.,,
3081,10/10/20,27,4, previously with forced upgrade couldn't take care of fish / all i can do is assist the force close. : (  started new game and so far so good.,,
3082,10/10/20,27,1, hello i have a galaxy note 2 and i think the fishes are extremely little cannot even see them like on fish live and my phone is big.,,
3083,10/10/20,27,3, i tried to buy the random frog eggs for the event but it said that i didn't have enough fish bucks when the eggs cost 50 cents.,,
3084,10/10/20,27,3, if u didn't have to buy fish bucks &cud earn more the game wud be 10x's better cuz 75% of the fish & things are bucks not coins,,
3085,10/10/20,27,3, payed six bucks for no monsters but a monster came also spent twenty bucks not coins on a fish and got no fish but took my bucks,,
3086,10/10/20,28,5, i love this game but since i updated it the last time it force closes on me 9 out oc 10 times please fix the problem i have android oltimus,,
3087,10/10/20,28,5, best game ever i only wish i could transfer my tank from my old phone to my new phone so that i wouldn't have to start over.,,
3088,10/10/20,28,4, thanks for a fun time passer and the ability to have an aquarium with out all the hassle of maintenance and the expenses of the real life hobby.,,
3089,10/10/20,28,4, update-after installing tap ranch to earn free fish bucks and have another game to try..i haven't been able to open tap fish to resume playing :-/,,
3090,10/10/20,28,1, game will finally open but i revive.my fish and when i move to another tank and go back to the revived tank the fish are dead again.,,
3091,10/10/20,28,3, but every time that darn submarine comes up it gets stuck on the screen after doing a dive mission and we can't get it to go away.,,
3092,10/10/20,28,2, i llove this and would have recommended to anyone b4 my original game all my fish bucks and over 10 thousand coins was lost and i had to start over!!! :-(,,
3093,10/10/20,29,5, since it's debut in 2010 they continue to add new fish & adventures that make each day a delight & a nice escape from the worries of my own poor health.,,
3094,10/10/20,29,5, i love this game it gives the kids somthing to do and kinda learn how to take care of fish and its somthing to do in your spare time,,
3095,10/10/20,29,1, good for whats its worth.needs to speed up breeding of fish...three days is way to long.what is up with bubble tip on update its nerve racking.,,
3096,10/10/20,29,3, it is a nice game for my 3 year old but it is very addictive and requires the purchase of fish bucks to really get any where in the game.,,
3097,10/10/20,29,2, this new challange with the frogs is ok but whenever i go to buy the eggs that cost 50 coins it glitches and selects the eggs that cost 10 fish bucks.,,
3098,10/10/20,29,2, game constantly fails when trying to parse data causing application to close the only way to fix is to reinstall the application losing all your fish and starting over.,,
3099,10/10/20,30,5, i can't even see the quests with the new update and if i accidentally hit them it force closes and asks what way i want to send an email.,,
3100,10/10/20,30,5, for those having problems breeding the limited breedable fish.dont forget they have selected partners to breed with.you cant mix and match all of them like the regular breedables,,
3101,10/10/20,30,5, i really like the game but am disappointed that most of the objects you need or want to buy must be bought with fish bucks other than that great game,,
3102,10/10/20,30,4, i love this game but the bucks need to be easier to get cause a lot of stuff needed like fish or other things call for being bought with bucks.,,
3103,10/10/20,30,1, one of my tanks disapeared and had my cute angel fish and some money makers and decorations are just gone thinking about deleting if they won't help me out,,
3104,10/10/20,30,1, i spent my whole week trying to get that croc so hard but school ruined it so now i did not get him and i'm thinking of uninstalling tapfish,,
3105,10/10/20,31,5, i love this app i just wish i could make more money on it and i didnt have to pay for stuff i want but other then that its pretty fun,,
3106,10/10/20,31,5, if u play the game i advise u not to put any money out of your pocket into it because someway somehow u will lose it and get nothing in return!,,
3107,10/10/20,31,5, i love the christmas octopus still please do a croc like the octopus do the breeding fish to get it please but still don't get rid of the submarine event,,
3108,10/10/20,31,5, this game is awesome im always f##ckin with my phone making sure my fish is livin the life of a fish plus its like your doin a legel hustle lol,,
3109,10/10/20,31,4, i love the game the bubble tips do annoy me but i want to know is how do i get more bucks without buying them and downloading games to get them?!?!,,
3110,10/10/20,31,4, i just download the game not even a week ago and i am still trying to figure out things plz help me out if you know how to get bucks faster!,,
3111,10/10/20,31,4, its fun and addictive but the fish bucks and coins issue i really wish i could make more easily but if i could what would be the object of the game,,
3112,10/10/20,31,1, not even playable can't buy new fish due to force close do not wast your time eats meyory dive event = force close needs to be fixed a.s.a.p.,,
3113,10/10/20,32,5, i luv this app it is awsome i get ro feed and buy fish with fish bucks and fish tokens u dont even have to buy any thing with your own money.,,
3114,10/10/20,32,5, i use to have a problem with this app with my old phone but since i got a new phone and the app has been updated i haven't had a problem,,
3115,10/10/20,32,5, it's addicting i love it except when u upgrade to a new phone u lose all your data n memory.n wish u make tapfjsh season n taplets like the iphone,,
3116,10/10/20,32,5, at first i got this for my daughter now i can't put it down..the only problem is they should make it alittle easier to get bucks other wise very addicting,,
3117,10/10/20,32,5, hey you say you can decorate the tree but the decorations go behind the tree and the fish names aren't all there please fix that i want to decorate that tree,,
3118,10/10/20,32,4, love this game but i dont have the money to buy fish bucks so i downloaded the games and on more than half of em i didnt get all the fish bucks.,,
3119,10/10/20,32,3, i would rate higher but ive played this game on and off on seperate devices for about a year and there has been not many changes......upgrade and ill change my rating,,
3120,10/10/20,32,3, ever since the update i can't clean my tank and my happiness for each tank went from 96 down to the 50's. now i can't get bonus money well selling fish.,,
3121,10/10/20,32,3, love the game love the fish pretty good tech support just wish you didn't need fish bucks to complete missions or just make the fish like 1 or 2 fish bucks rather than 20+.,,
